Carimbo de data/hora;ID;Selecionado;Gênero;Qual a sua escola / faculdade / instituto?;Qual o seu curso / programa de pós?;Em que ano você está?;Você já participou de quantos hackathons?;Qual a sua especialidade?;Você já tem equipe formada?;Se sim, conte-nos quem são:;Time;Em que universidade você estuda (ou estudou)?
24/07/2016 21:28:10;82;N;F;Escola de Artes, Ciências e Humanidades (EACH);Gestão Ambiental;2º ano;0;Engenharia;Não;;0;
24/07/2016 21:28:50;423;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;Uninove
24/07/2016 21:28:57;257;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;1º ano;0;Desenvolvedor;Sim;24, 248, 257, 271, 327, 389;34;
24/07/2016 21:29:06;426;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Centro Universitario Senac
24/07/2016 21:29:32;353;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;1º ano;0;Empreendedor/Negócios;Não;202, 351, 353, 480;24;
24/07/2016 21:30:22;386;S;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Desenvolvedor;Não;;0;
24/07/2016 21:31:08;535;N;M;Escola Politécnica (Poli);Engenharia Mecatrônica;1º ano;0;Desenvolvedor;Não;;0;
24/07/2016 21:31:36;489;N;F;Escola de Comunicações e Artes (ECA);Publicidade e Propaganda;2º ano;0;Designer;Não;;0;
24/07/2016 21:31:56;18;S;F;Escola Politécnica (Poli);Engenharia Elétrica;1º ano;0;Empreendedor/Negócios;Sim;18, 250, 313, 340;23;
24/07/2016 21:32:52;463;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;1º ano;0;Designer;Sim;182, 216, 463;24;
24/07/2016 21:32:58;350;N;F;Escola Politécnica (Poli);Engenharia Mecatrônica;1º ano;0;Desenvolvedor;Não;;0;
24/07/2016 21:33:11;1;S;M;Escola Politécnica (Poli);Engenharia da Computação;5º ano ou mais;0;Desenvolvedor;Não;;0;
24/07/2016 21:33:14;493;N;M;Escola Politécnica (Poli);Engenharia de Minas;3º ano;0;Desenvolvedor;Não;;0;
24/07/2016 21:33:16;157;N;M;Não USP;;;0;Desenvolvedor;Não;;0;IMES
24/07/2016 21:33:44;131;S;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Sistemas de Informação;5º ano ou mais;0;Desenvolvedor;Sim;131, 237, 306;10;
24/07/2016 21:34:03;86;N;F;Escola de Engenharia de São Carlos (EESC);Engenharia Mecânica;5º ano ou mais;0;Empreendedor/Negócios;Não;;0;
24/07/2016 21:34:20;267;N;M;Não USP;;;2;Desenvolvedor;Não;;0;SESI/SENAI RJ
24/07/2016 21:34:45;320;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;3º ano;0;Desenvolvedor;Não;;0;
24/07/2016 21:35:03;291;N;F;Não USP;;;1;Empreendedor/Negócios;Não;;0;Instituto Mauá de Tecnologia 
24/07/2016 21:36:00;258;N;M;Não USP;;;0;Desenvolvedor;Não;;0;FIT - Faculdade Impacta de Tecnologia
24/07/2016 21:36:11;85;N;M;Não USP;;;2;Empreendedor/Negócios;Não;;0;ESPM
24/07/2016 21:36:26;412;N;M;Escola de Engenharia de São Carlos (EESC);Engenharia Mecatrônica;5º ano ou mais;1;Desenvolvedor;Não;;0;
24/07/2016 21:36:35;144;N;F;Não USP;;;1;Empreendedor/Negócios;Não;;0;UFSCar
24/07/2016 21:37:42;231;N;M;Instituto de Matemática e Estatística (IME);Pós-graduação em Ciência da Computação;Pós-graduação;0;Desenvolvedor;Sim;21, 215, 231, 393;25;
24/07/2016 21:38:06;49;N;F;Escola Politécnica (Poli);Engenharia da Computação;3º ano;0;Desenvolvedor;Não;;0;
24/07/2016 21:39:01;405;N;M;Escola Politécnica (Poli);Engenharia da Computação;1º ano;0;Desenvolvedor;Não;;0;
24/07/2016 21:39:06;37;N;F;Não USP;;;0;Empreendedor/Negócios;Não;;0;Anhanguera 
24/07/2016 21:40:27;266;N;M;Não USP;;;0;Desenvolvedor;Não;;0;UFSCar
24/07/2016 21:40:47;124;N;M;Não USP;;;0;Designer;Não;;0;Universidade Anhembi Morumbi
24/07/2016 21:42:02;539;N;F;Escola Politécnica (Poli);Engenharia Elétrica;Pós-graduação;0;Desenvolvedor;Sim;224, 539;30;
24/07/2016 21:42:08;12;N;M;Não USP;;;1;Desenvolvedor;Não;;0;UniNorte
24/07/2016 21:42:34;218;N;M;Escola Politécnica (Poli);Engenharia da Computação;4º ano;2;Empreendedor/Negócios;Sim;104, 218, 317, 352;4;
24/07/2016 21:43:25;344;N;M;Não USP;;;1;Desenvolvedor;Sim;344, 430;48;Unip
24/07/2016 21:44:08;317;N;M;Escola Politécnica (Poli);Engenharia da Computação;4º ano;2;Desenvolvedor;Sim;104, 218, 317, 352;4;
24/07/2016 21:47:32;207;N;M;Não USP;;;1;Desenvolvedor;Não;;0;UNICAMP
24/07/2016 21:47:35;248;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;1º ano;0;Desenvolvedor;Sim;24, 248, 257, 271, 327, 389;34;
24/07/2016 21:49:04;397;N;M;Não USP;;;0;Designer;Não;;0;Anhanguera
24/07/2016 21:50:36;425;N;M;Não USP;;;0;Desenvolvedor;Não;;0;UFSCar 
24/07/2016 21:51:39;27;N;M;Escola Politécnica (Poli);Engenharia do Petróleo;5º ano ou mais;0;Empreendedor/Negócios;Sim;27, 120, 328;38;
24/07/2016 21:51:53;498;S;F;Escola Politécnica (Poli);Engenharia da Computação;1º ano;0;Desenvolvedor;Sim;135, 498;11;
24/07/2016 21:53:26;434;N;M;Não USP;;;2;Desenvolvedor;Não;;0;UNICAMP
24/07/2016 21:55:07;120;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;3º ano;0;Desenvolvedor;Sim;27, 120, 328;38;
24/07/2016 21:55:34;139;N;M;Não USP;;;5;Desenvolvedor;Não;;0;FIT - Faculdade Impacta de Tecnologia
24/07/2016 21:56:03;276;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Universidade Presbiteriana Mackenzie
24/07/2016 21:56:13;315;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;3º ano;0;Empreendedor/Negócios;Não;;0;
24/07/2016 21:57:04;462;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;FGV
24/07/2016 21:57:59;198;N;M;Escola Politécnica (Poli);Engenharia Elétrica;1º ano;0;Empreendedor/Negócios;Não;198, 308, 338,  537;23;
24/07/2016 21:58:18;331;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Fatec
24/07/2016 21:58:44;168;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;4º ano;0;Empreendedor/Negócios;Não;;0;
24/07/2016 21:58:50;316;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Fatec
24/07/2016 21:59:29;371;N;F;Não USP;;;0;Empreendedor/Negócios;Não;;0;Anhanguera 
24/07/2016 22:00:04;160;N;M;Não USP;;;5;Desenvolvedor;Não;;0;FIAP
24/07/2016 22:03:31;65;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;3º ano;0;Desenvolvedor;Não;;0;
24/07/2016 22:03:37;495;N;F;Faculdade de Economia, Administração e Contabilidade (FEA);Economia;2º ano;0;Empreendedor/Negócios;Não;;0;
24/07/2016 22:07:34;204;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Fatec
24/07/2016 22:08:27;126;N;M;Não USP;;;0;Desenvolvedor;Não;;0;UFSCar
24/07/2016 22:09:22;378;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Anhanguera 
24/07/2016 22:10:33;311;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;3º ano;0;Empreendedor/Negócios;Não;311, 516;46;
24/07/2016 22:10:46;79;N;M;Não USP;;;0;Designer;Não;;0;Universidade Presbiteriana Mackenzie
24/07/2016 22:11:40;458;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;3º ano;0;Desenvolvedor;Sim;443, 454, 458;51;
24/07/2016 22:12:33;41;N;M;Não USP;;;0;Designer;Não;;0;UNICAMP
24/07/2016 22:15:07;516;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Bacharelado em Administração;3º ano;0;Empreendedor/Negócios;Sim;311, 516;46;
24/07/2016 22:15:48;208;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Ciências Atuariais;3º ano;1;Empreendedor/Negócios;Não;;0;
24/07/2016 22:16:48;260;S;M;Não USP;;;2;Desenvolvedor;Não;;0;FIAP
24/07/2016 22:17:00;247;S;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1º ano;0;Desenvolvedor;Não;;0;
24/07/2016 22:24:00;515;N;M;Não USP;;;1;Desenvolvedor;Não;;0;Fatec
24/07/2016 22:24:14;328;N;M;Escola Politécnica (Poli);Engenharia de Minas;4º ano;2;Desenvolvedor;Sim;27, 120, 328;38;
24/07/2016 22:24:32;514;N;M;Não USP;;;2;Empreendedor/Negócios;Não;;0;ESPM
24/07/2016 22:25:22;72;S;F;Não USP;;;1;Designer;Não;;0;Universidade Anhembi Morumbi
24/07/2016 22:26:21;443;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;3º ano;0;Desenvolvedor;Sim;443, 454, 458;51;
24/07/2016 22:27:02;387;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Desenvolvedor;Sim;212, 284, 387, 447;28;
24/07/2016 22:28:15;69;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UNICAMP
24/07/2016 22:31:50;293;N;F;Faculdade de Economia, Administração e Contabilidade (FEA);Economia;1º ano;0;Empreendedor/Negócios;Não;;0;
24/07/2016 22:33:12;119;N;M;Não USP;;;2;Desenvolvedor;Não;;0;UTFPR
24/07/2016 22:33:13;356;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2º ano;1;Desenvolvedor;Não;;0;
24/07/2016 22:33:44;224;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Economia;1º ano;1;Desenvolvedor;Sim;224, 539;30;
24/07/2016 22:36:52;401;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Designer;Não;;0;
24/07/2016 22:37:07;501;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Desenvolvedor;Não;;0;
24/07/2016 22:38:13;102;N;M;Escola Politécnica (Poli);Engenharia Elétrica;5º ano ou mais;0;Desenvolvedor;Sim;102, 277, 427;3;
24/07/2016 22:39:45;183;S;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Cientista de Dados;Sim;171, 183, 230, 232;22;
24/07/2016 22:40:14;380;N;M;Instituto de Matemática e Estatística (IME);Pós-graduação em Bioinformática;Pós-graduação;0;Desenvolvedor;Não;;0;
24/07/2016 22:42:27;298;N;M;Não USP;;;2;Empreendedor/Negócios;Sim;137, 289;12;FIAP
24/07/2016 22:44:53;532;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;2;Desenvolvedor;Não;;0;
24/07/2016 22:46:15;2;S;F;Não USP;;;0;Designer;Não;;0;Faculdade de Sergipe
24/07/2016 22:46:16;390;N;M;Não USP;;;1;Desenvolvedor;Não;;0;Universidade Presbiteriana Mackenzie 
24/07/2016 22:47:26;24;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;1º ano;0;Desenvolvedor;Sim;24, 248, 257, 271, 327, 389;34;
24/07/2016 22:49:51;374;N;M;Não USP;;;2;Empreendedor/Negócios;Não;;0;BandTEC
24/07/2016 22:50:40;427;N;M;Escola Politécnica (Poli);Engenharia da Computação;5º ano ou mais;0;Desenvolvedor;Sim;102, 277, 427;3;
24/07/2016 22:54:34;481;N;M;Não USP;;;2;Desenvolvedor;Não;;0;Universidade Presbiteriana Mackenzie
24/07/2016 22:58:18;64;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;Universidade Federal do ABC
24/07/2016 22:58:41;307;N;M;Escola Politécnica (Poli);Engenharia Mecatrônica;1º ano;0;Desenvolvedor;Não;307, 382;45;
24/07/2016 22:59:28;403;N;F;Não USP;;;1;Empreendedor/Negócios;Não;;0;FIAP
24/07/2016 22:59:30;389;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;1º ano;0;Desenvolvedor;Sim;24, 248, 257, 271, 327, 389;34;
24/07/2016 23:04:39;203;N;M;Instituto de Física (IF);Física;1º ano;0;Desenvolvedor;Sim;;0;
24/07/2016 23:17:09;354;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;1º ano;1;Designer;Não;;0;
24/07/2016 23:19:31;113;N;M;Não USP;;;1;Empreendedor/Negócios;Não;;0;IBMEC
24/07/2016 23:24:49;137;N;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Pós-graduação em Ciência da Computação;Pós-graduação;0;Desenvolvedor;Sim;137, 289;12;
24/07/2016 23:25:51;414;N;M;Não USP;;;0;Desenvolvedor;Não;;0;UFSCar
24/07/2016 23:30:49;162;N;M;Escola Politécnica (Poli);Engenharia de Materiais;1º ano;2;Desenvolvedor;Não;;0;
24/07/2016 23:32:52;534;N;M;Escola Politécnica (Poli);Engenharia Mecânica;4º ano;0;Empreendedor/Negócios;Sim;59, 400, 404, 534;57;
24/07/2016 23:37:07;176;N;M;Escola Politécnica (Poli);Engenharia da Computação;3º ano;0;Desenvolvedor;Não;;0;
24/07/2016 23:40:52;132;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Economia;5º ano ou mais;2;Empreendedor/Negócios;Não;;0;
24/07/2016 23:42:05;287;N;M;Escola Politécnica (Poli);Engenharia Elétrica;2º ano;0;Desenvolvedor;Não;;0;
24/07/2016 23:42:40;9;N;F;Não USP;;;0;Empreendedor/Negócios;Não;;0;UFRJ
24/07/2016 23:43:42;366;N;M;Não USP;;;0;Desenvolvedor;Não;;0;UniCEUB / NCTU
24/07/2016 23:48:56;151;N;M;Escola Politécnica (Poli);Engenharia de Produção;5º ano ou mais;0;Empreendedor/Negócios;Sim;138, 151, 175;13;
24/07/2016 23:57:43;487;N;M;Escola de Artes, Ciências e Humanidades (EACH);Modelagem de Sistemas Complexos;Pós-graduação;0;Desenvolvedor;Não;;0;
24/07/2016 23:59:01;503;S;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4º ano;2;Desenvolvedor;Não;244, 251, 503;35;
24/07/2016 23:59:52;174;N;M;Não USP;;;2;Empreendedor/Negócios;Não;;0;Universidade Anhembi Morumbi
24/08/2016 00:03:31;261;N;M;Não USP;;;2;Desenvolvedor;Não;;0;UFCG
25/07/2016 00:00:37;518;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;5º ano ou mais;2;Desenvolvedor;Sim;302, 518;44;
25/07/2016 00:01:19;544;N;M;Não USP;;;2;Empreendedor/Negócios;Não;;0;UBC
25/07/2016 00:16:47;505;N;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Matematica Aplicada e Computacional;1º ano;0;Matemática;Sim;213, 381, 505, 524;29;
25/07/2016 00:20:06;496;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Desenvolvedor;Não;70, 433, 496;60;
25/07/2016 00:20:19;233;N;M;Não USP;;;1;Designer;Não;;0;FIAP
25/07/2016 00:30:02;323;N;M;Faculdade de Ciências Farmacêuticas (FCF);Fisiopatologia e Toxicologia;1º ano;0;Desenvolvedor;Não;;0;
25/07/2016 00:36:54;28;N;M;Escola de Engenharia de São Carlos (EESC);Engenharia Aeronáutica ;5º ano ou mais;0;Empreendedor/Negócios;Não;;0;
25/07/2016 00:41:41;53;N;F;Não USP;;;1;Designer;Não;;0;Universidade Anhembi Morumbi
25/07/2016 00:44:06;485;N;M;Não USP;;;1;Desenvolvedor;Não;;0;UNICAMP
25/07/2016 00:45:03;106;N;M;Escola Politécnica (Poli);Engenharia Mecatrônica;4º ano;2;Desenvolvedor;Sim;106, 435;5;
25/07/2016 00:53:06;454;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;3º ano;0;Empreendedor/Negócios;Sim;443, 454, 458;51;
25/07/2016 00:58:12;114;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;5º ano ou mais;0;Desenvolvedor;Não;;0;
25/07/2016 01:27:45;88;N;M;Escola de Engenharia de São Carlos (EESC);Engenharia da Computação;1º ano;0;Desenvolvedor;Não;88, 205;62;
25/07/2016 01:30:39;205;N;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;1º ano;0;Desenvolvedor;Sim;88, 205;62;
25/07/2016 01:35:14;431;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;FMU
25/07/2016 01:43:47;435;N;M;Escola Politécnica (Poli);Pós-graduação em Engenharia Mecânica;Pós-graduação;0;Engenharia;Sim;106, 435;5;
25/07/2016 02:01:29;5;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Economia;5º ano ou mais;0;Negócios;Não;;0;
25/07/2016 02:51:10;286;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Universidade Presbiteriana Mackenzie
25/07/2016 03:02:19;223;N;M;Escola Politécnica (Poli);Engenharia Metalurgica;5º ano ou mais;0;Empreendedor/Negócios;Não;;0;
25/07/2016 03:54:36;187;N;M;Escola de Artes, Ciências e Humanidades (EACH);Gestão Ambiental;2º ano;0;Empreendedor/Negócios;Não;;0;
25/07/2016 05:11:40;437;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Economia;1º ano;0;Empreendedor/Negócios;Não;;0;
25/07/2016 06:16:48;296;N;M;Escola Politécnica (Poli);Engenharia de Minas;5º ano ou mais;0;Empreendedor/Negócios;Não;;0;
25/07/2016 06:26:48;240;N;M;Não USP;;;1;Desenvolvedor;Não;;0;Fatec
25/07/2016 07:36:26;348;N;F;Escola Politécnica (Poli);Pós-graduação em Engenharia Química/ Tecnologia de Software;Pós-graduação;0;Empreendedor/Negócios;Não;;0;
25/07/2016 08:13:11;476;N;M;Não USP;;;2;Designer;Não;;0;UCAM
25/07/2016 08:15:40;525;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Faculdade Network
25/07/2016 08:18:45;214;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;Fatec
25/07/2016 08:27:01;54;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;3º ano;0;Empreendedor/Negócios;Não;;0;
25/07/2016 08:28:47;444;S;M;Não USP;;;1;Empreendedor/Negócios;Sim;444, 450;52;FIAP
25/07/2016 08:37:10;34;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;5º ano ou mais;0;Desenvolvedor;Não;;0;
25/07/2016 08:40:52;122;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Faculdade Network
25/07/2016 08:41:07;486;N;F;Não USP;;;0;Desenvolvedor;Não;;0;Universidade Presbiteriana Mackenzie
25/07/2016 09:10:43;4;N;M;Não USP;;;0;Desenvolvedor;Não;;0;UNICAMP
25/07/2016 09:18:05;29;N;M;Faculdade de Arquitetura e Urbanismo (FAU);Arquitetura e Urbanismo;5º ano ou mais;0;Designer;Sim;29, 141, 543, 548;42;
25/07/2016 09:19:28;474;N;M;Não USP;;;1;Desenvolvedor;Sim;346, 370, 474;49;UNESP
25/07/2016 09:20:42;256;N;M;Não USP;;;5;Desenvolvedor;Sim;255, 256, 357, 470;36;Universidade Presbiteriana Mackenzie
25/07/2016 09:21:03;468;N;M;Escola Politécnica (Poli);Engenharia da Computação;5º ano ou mais;0;Desenvolvedor;Sim;14, 468;14;
25/07/2016 09:23:20;14;N;F;Escola Politécnica (Poli);Engenharia Mecânica;5º ano ou mais;0;Desenvolvedor;Sim;14, 468;14;
25/07/2016 09:23:48;262;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;UEM - Universidade Estadual de Maringá
25/07/2016 09:29:57;226;N;M;Não USP;;;2;Desenvolvedor;Não;;0;UNESP
25/07/2016 09:39:21;419;N;M;Não USP;;;0;Designer/Negócios;Não;;0;Insper
25/07/2016 09:39:46;215;N;M;Instituto de Matemática e Estatística (IME);Pós-graduação em Ciência da Computação;Pós-graduação;0;Desenvolvedor;Sim;21, 215, 231, 393;25;
25/07/2016 09:45:47;370;N;M;Não USP;;;2;Desenvolvedor;Sim;346, 370, 474;49;UNESP
25/07/2016 09:59:22;368;N;F;Não USP;;;0;Designer;Não;;0;
25/07/2016 10:23:53;436;N;M;Não USP;;;0;Desenvolvedor;Não;;0;PUC-Campinas
25/07/2016 10:36:56;392;N;F;Não USP;;;0;Desenvolvedor;Não;;0;Universidade Presbiteriana Mackenzie
25/07/2016 10:49:15;542;N;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Pós-graduação em Ciência da Computação;Pós-graduação;0;Pesquisador;Sim;152, 193, 542;17;
25/07/2016 10:59:23;147;N;M;Não USP;;;5;Desenvolvedor;Não;;0;IFSP
25/07/2016 11:29:58;466;N;M;Não USP;;;0;Empreendedor/Negócios;Não;;0;FAPCOM
25/07/2016 11:34:02;63;N;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;5º ano ou mais;2;Desenvolvedor;Sim;;0;
25/07/2016 11:49:24;279;N;M;Não USP;;;0;Cientista de Dados;Não;;0;UFC
25/07/2016 12:09:54;524;N;M;Instituto de Ciências Matemáticas e de Computação (ICMC);Bacharelado em Ciência da Computação;1º ano;0;Desenvolvedor;Sim;213, 381, 505, 524;29;
25/07/2016 12:20:12;288;N;F;Não USP;;;0;Empreendedor/Negócios;Não;;0;Universidade Anhembi Morumbi
25/07/2016 12:22:11;15;N;F;Não USP;;;5;Designer;Não;;0;Fatec
25/07/2016 12:27:20;91;N;M;Escola Politécnica (Poli);Pós-graduação em Engenharia Elétrica;Pós-graduação;0;Desenvolvedor;Não;81, 91, 128, 297;61;
25/07/2016 12:35:04;548;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Ciências Contábeis;3º ano;0;Empreendedor/Negócios;Sim;29, 141, 543, 548;42;
25/07/2016 12:47:21;270;N;M;Instituto de Física (IF);Física;2º ano;0;Desenvolvedor;Não;;0;
25/07/2016 13:00:00;263;N;M;Não USP;;;2;Empreendedor/Negócios;Não;;0;
25/07/2016 13:01:44;394;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;3º ano;0;Desenvolvedor;Não;;0;
25/07/2016 13:17:03;450;S;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;4º ano;0;Desenvolvedor;Sim;444, 450;52;
25/07/2016 13:31:37;550;N;M;Não USP;;;1;Desenvolvedor;Sim;239, 550;33;UFABC
25/07/2016 13:33:05;343;S;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;5º ano ou mais;0;Designer;Sim;26, 48, 343, 422;37;
25/07/2016 13:37:31;312;N;F;Faculdade de Economia, Administração e Contabilidade (FEA);Ciências Atuariais;1º ano;0;Empreendedor/Negócios;Não;;0;
25/07/2016 13:49:47;199;S;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;1º ano;0;Desenvolvedor;Não;;0;
25/07/2016 14:12:23;87;N;F;Não USP;;;2;Empreendedor/Negócios;Não;;0;Fatec
25/07/2016 14:16:21;360;N;M;Instituto de Matemática e Estatística (IME);Matemática Aplicada;3º ano;0;Empreendedor/Negócios;Não;;0;
25/07/2016 14:18:34;8;N;M;Não USP;;;0;Desenvolvedor;Não;;0;
25/07/2016 14:30:41;285;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;2º ano;2;Empreendedor/Negócios;Sim;;0;
25/07/2016 14:32:56;244;S;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;4º ano;5;Desenvolvedor;Sim;244, 251, 503;35;
25/07/2016 14:34:50;523;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;3º ano;0;Empreendedor/Negócios;Sim;210, 491, 523;26;
25/07/2016 14:46:06;388;N;M;Não USP;;;1;Desenvolvedor;Não;;0;Universidade de Brasilia
25/07/2016 14:56:55;491;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;3º ano;0;Empreendedor/Negócios;Sim;210, 491, 523;26;
25/07/2016 15:12:45;334;N;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2º ano;0;Desenvolvedor;Não;;0;
25/07/2016 15:14:43;210;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;3º ano;0;Empreendedor/Negócios;Não;210, 491, 523;26;
25/07/2016 15:19:17;36;N;F;Escola de Comunicações e Artes (ECA);Publicidade e Propaganda;4º ano;0;Comunicação/Publicidade;Sim;36, 185, 282, 484;50;
25/07/2016 15:22:21;22;N;M;Não USP;;;2;Empreendedor/Negócios;Não;;0;Unicarioca
25/07/2016 15:30:36;185;N;M;Não USP;;;0;Desenvolvedor;Sim;36, 185, 282, 484;50;Fatec
25/07/2016 15:35:31;74;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;2º ano;0;Marketing;Sim;;0;
25/07/2016 15:36:01;188;N;M;Não USP;;;1;Desenvolvedor;Não;;0;Unicarioca
25/07/2016 15:41:27;105;N;M;Escola Politécnica (Poli);Engenharia de Produção;3º ano;0;Empreendedor/Negócios;Não;;0;
25/07/2016 15:43:26;411;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Economia;1º ano;0;Empreendedor/Negócios;Não;;0;
25/07/2016 15:52:27;373;N;M;Escola Politécnica (Poli);Engenharia Elétrica;5º ano ou mais;0;Empreendedor/Negócios;Não;110, 373, 467;6;
25/07/2016 16:02:12;467;N;M;Faculdade de Economia, Administração e Contabilidade (FEA);Ciências Atuariais;5º ano ou mais;0;Negócios;Não;110, 373, 467;6;
25/07/2016 17:22:43;118;N;M;Faculdade de Ciências Farmacêuticas (FCF);Pós-graduação em Farmácia e Bioinformática;Pós-graduação;0;Desenvolvedor;Não;;0;
25/07/2016 17:46:10;255;N;M;Escola de Artes, Ciências e Humanidades (EACH);Pós-graduação em Sistemas de Informação;Pós-graduação;0;Desenvolvedor;Sim;255, 256, 357, 470;36;
25/07/2016 17:47:30;357;N;M;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Sistemas de Informação;5º ano ou mais;1;Desenvolvedor;Sim;255, 256, 357, 470;36;
25/07/2016 18:36:07;398;N;F;Escola de Artes, Ciências e Humanidades (EACH);Bacharelado em Marketing;2º ano;0;Empreendedor/Negócios;Não;289, 398;41;
25/07/2016 18:57:49;211;S;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2º ano;0;Desenvolvedor;Sim;211, 521;27;
25/07/2016 18:58:44;521;S;M;Instituto de Matemática e Estatística (IME);Bacharelado em Ciência da Computação;2º ano;0;Desenvolvedor;Sim;211, 521;27;
25/07/2016 19:05:33;280;N;M;Não USP;;;0;Designer;Não;;0;Anhanguera
25/07/2016 19:25:43;395;N;M;Não USP;;;0;Desenvolvedor;Não;;0;Universidade São Judas Tadeu
25/07/2016 19:41:11;109;N;M;Não USP;;;1;Desenvolvedor;Não;;0;Unip
